seed,model,ratio,class,n_synth,f1_baseline,f1_augmented,f1_delta,recall_baseline,recall_augmented,recall_delta
1024,CTGAN,1,backdoor,1746,0.9756521739130436,0.9765013054830288,0.0008491315699852,0.9622641509433962,0.9622641509433962,0.0
1024,CTGAN,1,shellcode,1133,0.5920745920745921,0.593279258400927,0.0012046663263348,0.671957671957672,0.6772486772486772,0.0052910052910052
1024,CTGAN,1,worms,130,0.8602150537634409,0.8,-0.0602150537634408,0.9090909090909092,0.8181818181818182,-0.0909090909090908
1024,TabDDPM,1,backdoor,1746,0.9756521739130436,0.9756521739130436,0.0,0.9622641509433962,0.9622641509433962,0.0
1024,TabDDPM,1,shellcode,1133,0.5920745920745921,0.5868814729574223,-0.0051931191171697,0.671957671957672,0.6746031746031746,0.0026455026455026
1024,TabDDPM,1,worms,130,0.8602150537634409,0.8,-0.0602150537634408,0.9090909090909092,0.8181818181818182,-0.0909090909090908
1024,Drifting,1,backdoor,1746,0.9756521739130436,0.9756521739130436,0.0,0.9622641509433962,0.9622641509433962,0.0
1024,Drifting,1,shellcode,1133,0.5920745920745921,0.5906976744186047,-0.0013769176559874,0.671957671957672,0.671957671957672,0.0
1024,Drifting,1,worms,130,0.8602150537634409,0.8735632183908046,0.0133481646273637,0.9090909090909092,0.8636363636363636,-0.0454545454545454
2048,CTGAN,1,backdoor,1746,0.9765013054830287,0.9765013054830287,0.0,0.9622641509433962,0.9622641509433962,0.0
2048,CTGAN,1,shellcode,1133,0.5905882352941176,0.6023255813953489,0.011737346101231227,0.6640211640211641,0.6851851851851852,0.021164021164021163
2048,CTGAN,1,worms,130,0.8735632183908046,0.8314606741573034,-0.04210254423350124,0.8636363636363636,0.8409090909090909,-0.022727272727272707
2048,TabDDPM,1,backdoor,1746,0.9765013054830287,0.9756521739130435,-0.0008491315699852287,0.9622641509433962,0.9622641509433962,0.0
2048,TabDDPM,1,shellcode,1133,0.5905882352941176,0.6,0.009411764705882342,0.6640211640211641,0.6904761904761905,0.026455026455026398
2048,TabDDPM,1,worms,130,0.8735632183908046,0.8604651162790697,-0.0130981021117349,0.8636363636363636,0.8409090909090909,-0.022727272727272707
2048,Drifting,1,backdoor,1746,0.9765013054830287,0.9748045178105995,-0.0016967876724292008,0.9622641509433962,0.9622641509433962,0.0
2048,Drifting,1,shellcode,1133,0.5905882352941176,0.5959952885747939,0.005407053280676255,0.6640211640211641,0.6693121693121693,0.005291005291005235
2048,Drifting,1,worms,130,0.8735632183908046,0.8235294117647058,-0.0500338066260988,0.8636363636363636,0.7954545454545454,-0.06818181818181823
3141,CTGAN,1,backdoor,1746,0.9739583333333334,0.9748045178105995,0.0008461844772661431,0.9622641509433962,0.9622641509433962,0.0
3141,CTGAN,1,shellcode,1133,0.5817757009345794,0.6020761245674741,0.020300423632894637,0.6587301587301587,0.6904761904761905,0.031746031746031744
3141,CTGAN,1,worms,130,0.8571428571428571,0.8539325842696629,-0.0032102728731941976,0.8181818181818182,0.8636363636363636,0.045454545454545414
3141,TabDDPM,1,backdoor,1746,0.9739583333333334,0.9731136166522116,-0.0008447166811217377,0.9622641509433962,0.9622641509433962,0.0
3141,TabDDPM,1,shellcode,1133,0.5817757009345794,0.6013667425968109,0.019591041662231468,0.6587301587301587,0.6984126984126984,0.03968253968253965
3141,TabDDPM,1,worms,130,0.8571428571428571,0.8636363636363636,0.006493506493506551,0.8181818181818182,0.8636363636363636,0.045454545454545414
3141,Drifting,1,backdoor,1746,0.9739583333333334,0.9773519163763066,0.003393583042973214,0.9622641509433962,0.9622641509433962,0.0
3141,Drifting,1,shellcode,1133,0.5817757009345794,0.5900116144018583,0.008235913467278921,0.6587301587301587,0.671957671957672,0.013227513227513255
3141,Drifting,1,worms,130,0.8571428571428571,0.8505747126436781,-0.006568144499178974,0.8181818181818182,0.8409090909090909,0.022727272727272707
5000,CTGAN,1,backdoor,1746,0.9756521739130435,0.9739583333333334,-0.0016938405797101153,0.9622641509433962,0.9622641509433962,0.0
5000,CTGAN,1,shellcode,1133,0.5986078886310905,0.5904977375565611,-0.008110151074529393,0.6825396825396826,0.6904761904761905,0.007936507936507908
5000,CTGAN,1,worms,130,0.8372093023255814,0.8,-0.037209302325581395,0.8181818181818182,0.7727272727272727,-0.045454545454545525
5000,TabDDPM,1,backdoor,1746,0.9756521739130435,0.9748045178105995,-0.0008476561024439722,0.9622641509433962,0.9622641509433962,0.0
5000,TabDDPM,1,shellcode,1133,0.5986078886310905,0.5924225028702641,-0.00618538576082639,0.6825396825396826,0.6825396825396826,0.0
5000,TabDDPM,1,worms,130,0.8372093023255814,0.8409090909090909,0.0036997885835095,0.8181818181818182,0.8409090909090909,0.022727272727272707
5000,Drifting,1,backdoor,1746,0.9756521739130435,0.9739583333333334,-0.0016938405797101153,0.9622641509433962,0.9622641509433962,0.0
5000,Drifting,1,shellcode,1133,0.5986078886310905,0.5900116144018583,-0.008596274229232148,0.6825396825396826,0.671957671957672,-0.010582010582010581
5000,Drifting,1,worms,130,0.8372093023255814,0.7816091954022989,-0.055600106923282544,0.8181818181818182,0.7727272727272727,-0.045454545454545525
7777,CTGAN,1,backdoor,1746,0.9756521739130435,0.9756521739130435,0.0,0.9622641509433962,0.9622641509433962,0.0
7777,CTGAN,1,shellcode,1133,0.5876887340301974,0.5960874568469505,0.008398722816753135,0.6693121693121693,0.6851851851851852,0.015873015873015928
7777,CTGAN,1,worms,130,0.8372093023255814,0.8089887640449438,-0.02822053828063764,0.8181818181818182,0.8181818181818182,0.0
7777,TabDDPM,1,backdoor,1746,0.9756521739130435,0.9756944444444444,4.2270531400934175e-05,0.9622641509433962,0.9639794168096055,0.0017152658662092923
7777,TabDDPM,1,shellcode,1133,0.5876887340301974,0.5900116144018583,0.0023228803716609514,0.6693121693121693,0.671957671957672,0.002645502645502673
7777,TabDDPM,1,worms,130,0.8372093023255814,0.8181818181818182,-0.019027484143763207,0.8181818181818182,0.8181818181818182,0.0
7777,Drifting,1,backdoor,1746,0.9756521739130435,0.9765013054830287,0.0008491315699852287,0.9622641509433962,0.9622641509433962,0.0
7777,Drifting,1,shellcode,1133,0.5876887340301974,0.5836216839677048,-0.004067050062492639,0.6693121693121693,0.6693121693121693,0.0
7777,Drifting,1,worms,130,0.8372093023255814,0.8235294117647058,-0.013679890560875596,0.8181818181818182,0.7954545454545454,-0.022727272727272818
9999,CTGAN,1,backdoor,1746,0.9748045178105995,0.9740034662045061,-0.0008010516060934503,0.9622641509433962,0.9639794168096055,0.0017152658662092923
9999,CTGAN,1,shellcode,1133,0.589622641509434,0.5974329054842473,0.007810263974813325,0.6613756613756614,0.6772486772486772,0.015873015873015817
9999,CTGAN,1,worms,130,0.8444444444444444,0.8666666666666667,0.022222222222222254,0.8636363636363636,0.8863636363636364,0.022727272727272707
9999,TabDDPM,1,backdoor,1746,0.9748045178105995,0.9765828274067649,0.0017783095961654283,0.9622641509433962,0.9656946826758147,0.0034305317324184736
9999,TabDDPM,1,shellcode,1133,0.589622641509434,0.5898617511520737,0.00023910964263973433,0.6613756613756614,0.6772486772486772,0.015873015873015817
9999,TabDDPM,1,worms,130,0.8444444444444444,0.8764044943820225,0.03196004993757806,0.8636363636363636,0.8863636363636364,0.022727272727272707
9999,Drifting,1,backdoor,1746,0.9748045178105995,0.9765013054830287,0.0016967876724292008,0.9622641509433962,0.9622641509433962,0.0
9999,Drifting,1,shellcode,1133,0.589622641509434,0.5955451348182884,0.005922493308854415,0.6613756613756614,0.671957671957672,0.010582010582010581
9999,Drifting,1,worms,130,0.8444444444444444,0.8505747126436781,0.006130268199233679,0.8636363636363636,0.8409090909090909,-0.022727272727272707
